Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1875.3396886150433
FDW14,OUT017,1591.9265916880408
NCN55,OUT010,1822.659867978317
FDQ58,OUT017,2546.2043751401584
FDY38,OUT027,5087.775515536443
FDH56,OUT046,1942.8051154261848
FDL48,OUT018,680.972736990604
FDC48,OUT027,2805.8929439931
FDN33,OUT045,1541.411785466869
FDA36,OUT017,3051.5228153743037
FDT44,OUT017,2004.8264818736448
FDQ56,OUT045,1357.9966523512965
NCC54,OUT019,1819.7032004452842
FDU11,OUT049,2076.5912154672797
DRL59,OUT013,963.7149132313343
FDM24,OUT049,2541.7351524394417
FDI57,OUT045,3047.4295484102936
DRC12,OUT018,2726.567718134644
NCM42,OUT027,3196.3130796242526
FDA46,OUT010,1128.9256114348818
FDA31,OUT013,2782.695354657192
NCJ31,OUT035,3802.6610979967672
FDG52,OUT046,863.5413132726369
NCL19,OUT019,383.6735797508097
FDS10,OUT035,2986.2589226480327
FDX22,OUT010,1453.4404726277803
NCF19,OUT035,998.5271730821416
NCE06,OUT046,2519.814028472932
DRC27,OUT046,3768.640202562073
FDE21,OUT035,2044.8276709500144
NCR42,OUT019,-1251.1410445123058
FDX51,OUT018,2840.880031836324
NCR06,OUT018,510.7064936443992
FDU31,OUT027,4872.83688585725
FDU59,OUT017,2684.7772037323916
FDR03,OUT027,4668.030447840412
FDS49,OUT027,2769.396342911108
FDD48,OUT010,-11.89641651575846
NCF18,OUT017,3083.501830768527
NCD43,OUT027,3104.4070055237125
NCD54,OUT018,2007.8260172379232
FDY19,OUT010,23.41872635237121
NCY54,OUT017,2783.2213493833005
NCL19,OUT018,2023.5159684046675
FDP23,OUT010,1509.2091773443512
FDC26,OUT013,1848.421889693255
FDR14,OUT010,-931.2432776537157
NCS41,OUT035,2986.612544595993
FDF41,OUT035,3971.1837301095015
FDU34,OUT046,2004.4155793794298
DRH11,OUT046,984.1363286629994
FDM03,OUT013,1734.1413537393646
FDS31,OUT017,2965.0593826744853
FDJ20,OUT017,2116.9253319249383
FDV44,OUT027,4427.955712175111
FDG02,OUT049,3080.1764685064527
FDA09,OUT013,2878.1556615262853
FDT04,OUT013,743.6576513707676
FDL58,OUT019,2224.59913533219
FDE52,OUT045,1472.468454443416
FDW12,OUT035,2500.500041203623
FDL51,OUT017,3499.3476724578886
NCY42,OUT027,3669.3466151069197
FDR07,OUT017,1704.2375576184222
FDN40,OUT045,2341.7673606550006
FDB35,OUT027,2976.1112597623896
FDA22,OUT017,2708.2425466102586
NCL06,OUT046,4020.084089716268
FDI35,OUT013,2889.236840014702
NCW42,OUT045,3358.9840332312806
NCX06,OUT049,2926.338329104074
FDC37,OUT027,3208.169137395938
FDZ14,OUT018,1759.5319093501444
DRG49,OUT049,3880.442976826189
NCG06,OUT045,3875.8353087062624
DRC36,OUT045,2697.730260946427
FDV21,OUT019,89.03946728497522
FDB53,OUT046,2335.123411302829
DRP47,OUT019,1969.328799619059
FDA14,OUT013,2346.161093852223
DRC24,OUT035,2559.4184975591766
FDW21,OUT018,1431.3088001447077
NCH29,OUT046,1574.1753908548985
FDU58,OUT013,3039.018966950883
FDY27,OUT017,2888.428769971481
FDV56,OUT035,1978.8139478050614
FDT59,OUT046,3588.069186566176
FDB23,OUT046,3557.696960630496
FDR49,OUT045,760.1620913667666
FDB03,OUT010,1879.2621010740113
FDN39,OUT045,2601.185421084802
FDX02,OUT027,4893.39092282966
FDQ16,OUT027,3196.4312546011447
FDU35,OUT018,1349.1717017415067
NCT29,OUT013,1985.3990467704848
FDZ27,OUT046,871.0282308239697
FDN57,OUT017,2351.8764119396933
FDA03,OUT018,2096.1173813574983
FDZ36,OUT045,2893.0793192283545
NCU05,OUT013,1378.5253497825813
FDT39,OUT018,2199.635016296394
FDK60,OUT017,1722.876027962258
FDZ25,OUT017,2809.7697735777856
FDG12,OUT046,1996.4280719102308
DRB01,OUT019,1083.3041839744292
NCC43,OUT027,5257.548671634311
FDX13,OUT019,1979.7070736716903
FDM22,OUT049,1100.1180849295718
FDJ03,OUT027,2354.593698395445
FDU14,OUT018,3604.532787767139
FDB33,OUT010,672.431487432735
FDP27,OUT046,2975.034241590677
FDO38,OUT010,-582.947114803854
FDE28,OUT027,5039.728325075508
FDO27,OUT035,1728.4457271991398
DRL23,OUT027,3168.932150789045
FDS28,OUT046,1027.2328852985352
FDX24,OUT013,1576.6687059253168
FDZ02,OUT035,1784.2449295811264
FDL46,OUT045,1839.110117097716
FDS60,OUT027,4250.266024144354
NCO06,OUT017,717.6362196889268
FDO16,OUT035,1575.4532964743032
FDC60,OUT049,1593.8826871597582
FDA48,OUT018,3143.2295085404603
FDZ36,OUT027,4385.195952652732
FDK27,OUT045,1908.2818591930593
FDW23,OUT018,471.47436951886596
FDM14,OUT018,1541.0329735841624
FDM14,OUT013,1815.2039125403885
FDW60,OUT018,2582.285384603568
FDE21,OUT013,1937.6872929287438
NCM42,OUT035,1909.6215953131693
FDY59,OUT010,-325.4345181738016
DRI49,OUT049,1411.5798767486974
FDT28,OUT019,537.0584062637954
FDQ22,OUT018,492.3022148063063
FDR60,OUT049,1379.2260970408588
FDC50,OUT019,-340.41054781757475
FDV24,OUT013,2420.007637252431
DRF48,OUT010,1114.872497264298
FDQ47,OUT046,720.8610682324914
DRN36,OUT049,1683.3765415158284
NCY06,OUT035,2186.5409515306687
FDE52,OUT035,1667.8808070757957
NCB54,OUT045,1960.265534530283
NCF31,OUT035,2544.239374006488
FDJ08,OUT027,4390.608472597602
NCC07,OUT017,1827.1414959510091
NCD19,OUT027,2337.0718119542894
FDL46,OUT049,2028.6070329019433
FDM20,OUT045,3747.3362849749437
NCI06,OUT010,943.0300829645493
DRM11,OUT035,4122.337200460517
NCH07,OUT018,2216.551945572167
FDS23,OUT013,2100.5662442180974
FDO49,OUT018,669.7805641723463
FDS35,OUT049,1217.0617158688185
DRK39,OUT045,1285.941725706508
DRI39,OUT049,1099.9479632115278
FDV04,OUT017,2625.024063013314
NCN14,OUT035,2975.478816059235
FDH08,OUT013,3643.3668110246263
FDS20,OUT046,2869.5092788833085
FDV40,OUT049,1379.827178363083
FDZ48,OUT010,-87.04753326541993
FDS24,OUT027,2932.1917749533495
FDK44,OUT049,2828.3419360433672
FDS48,OUT045,2339.016023956116
FDK26,OUT010,1102.8797367959983
FDD23,OUT045,2937.2433142423056
NCH54,OUT017,2634.209168502054
NCP14,OUT010,-188.789581286167
FDM60,OUT010,-1102.735498782949
FDV24,OUT017,2476.2410404473426
FDH08,OUT018,3307.0435638998783
FDS12,OUT027,3456.7414078315505
FDR39,OUT027,4257.271635680019
FDP12,OUT027,2172.2817560071194
DRF60,OUT027,5054.812124896933
FDC09,OUT035,1883.68608254621
FDF50,OUT018,2792.4651524244046
FDG28,OUT035,3949.981962395664
NCE19,OUT017,1057.1410757144813
NCM53,OUT010,-135.38916785477147
NCN18,OUT049,1869.157027704828
FDF32,OUT035,3237.9491905894743
FDF11,OUT013,3794.539864952413
DRI59,OUT049,3568.3838316887363
NCG54,OUT035,2780.9338595775307
FDM44,OUT046,1678.0520406300861
FDT57,OUT018,3413.0674372857334
FDV24,OUT046,2369.4713543806297
FDI50,OUT019,1710.8936415625983
FDS09,OUT035,1104.5221642783213
NCC31,OUT027,3861.479452704553
FDQ07,OUT019,1570.5291006651316
FDC22,OUT017,3127.442793697686
FDZ56,OUT046,2686.365224909131
FDZ40,OUT019,-886.9107212035217
FDS46,OUT027,3392.255217148172
DRD24,OUT045,2178.0019108922875
FDV45,OUT017,3075.961370129979
FDL26,OUT045,2402.1811262761103
FDA56,OUT018,1738.7605252916164
FDN27,OUT046,1901.1031944842607
FDM20,OUT049,3893.4552400465927
FDO16,OUT017,1507.0625262231856
FDL03,OUT035,3249.7243338255485
FDE58,OUT046,1865.4658129009013
FDI02,OUT027,3275.9650725624956
NCC55,OUT019,-1192.3912819924558
FDR03,OUT018,2988.0748865333944
FDB14,OUT017,1662.3372146605761
FDR45,OUT013,3772.428129069485
NCN07,OUT017,2178.6396898246257
FDM51,OUT019,-145.3629484919311
FDT52,OUT027,5264.849300316737
FDL26,OUT046,2436.9907194144034
NCZ42,OUT046,3677.8599540678265
DRI47,OUT019,456.835888183708
FDW40,OUT013,2322.6161838993626
FDN34,OUT046,2710.707640377046
FDS01,OUT035,2961.501806633368
NCG55,OUT045,1786.8996455837132
FDC11,OUT035,1578.737770517292
FDX35,OUT018,3287.7184567373693
NCB06,OUT046,2504.7346606058
FDR09,OUT019,2146.861467124695
FDC53,OUT017,1723.018510067544
FDY45,OUT013,3990.284309663595
