Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1852.9996263631847
FDW14,OUT017,1579.6253027776581
NCN55,OUT010,1888.44660091377
FDQ58,OUT017,2609.3137272366266
FDY38,OUT027,5179.228541181565
FDH56,OUT046,1915.7034715959344
FDL48,OUT018,596.7354505402254
FDC48,OUT027,2777.8289439134164
FDN33,OUT045,1510.366287529719
FDA36,OUT017,3079.223224562991
FDT44,OUT017,1997.2632212322828
FDQ56,OUT045,1306.6609009702438
NCC54,OUT019,1849.418380433282
FDU11,OUT049,2045.7043562679255
DRL59,OUT013,888.7774636643583
FDM24,OUT049,2558.807389498718
FDI57,OUT045,3088.6609293877655
DRC12,OUT018,2764.9271869836525
NCM42,OUT027,3192.4117716776577
FDA46,OUT010,1133.654260524878
FDA31,OUT013,2798.8125418091413
NCJ31,OUT035,3878.4109985973228
FDG52,OUT046,803.8870760581835
NCL19,OUT019,376.01724971945134
FDS10,OUT035,3027.5662677338105
FDX22,OUT010,1448.806560423088
NCF19,OUT035,915.0755485850109
NCE06,OUT046,2527.7429303384433
DRC27,OUT046,3843.2279701737375
FDE21,OUT035,2025.2862599915093
NCR42,OUT019,-1357.7069058385614
FDX51,OUT018,2863.215144836397
NCR06,OUT018,429.3509394581697
FDU31,OUT027,4940.216761876463
FDU59,OUT017,2712.2801757997995
FDR03,OUT027,4767.686665185394
FDS49,OUT027,2760.7259864725197
FDD48,OUT010,-73.36090656101271
NCF18,OUT017,3110.833640587479
NCD43,OUT027,3099.634036517425
NCD54,OUT018,1989.8563495209637
FDY19,OUT010,-36.063395878928645
NCY54,OUT017,2810.9080571543464
NCL19,OUT018,2023.2093677862863
FDP23,OUT010,1533.6166043585147
FDC26,OUT013,1817.967451137197
FDR14,OUT010,-1040.0940098916349
NCS41,OUT035,3035.7207024356435
FDF41,OUT035,4041.7847475786034
FDU34,OUT046,2002.5747895507775
DRH11,OUT046,919.7377052008696
FDM03,OUT013,1764.0522299698143
FDS31,OUT017,3048.9414520991127
FDJ20,OUT017,2092.0319993555804
FDV44,OUT027,4494.507284749441
FDG02,OUT049,3102.747648811826
FDA09,OUT013,2910.723655975798
FDT04,OUT013,690.7840585876091
FDL58,OUT019,2294.266179405711
FDE52,OUT045,1455.7573488698526
FDW12,OUT035,2503.71109388898
FDL51,OUT017,3549.124949897015
NCY42,OUT027,3687.3393298154574
FDR07,OUT017,1658.6860659530828
FDN40,OUT045,2374.40853526502
